title,price,area,rooms,url,city,address,district
Apartament z tarasem na dachu i widokiem na Wisłę,1999000,150.67,5,https://www.otodom.pl/pl/oferta/apartament-z-tarasem-na-dachu-i-widokiem-na-wisle-ID4ncb8,Toruń,szosa Lubicka ,Jakubskie Przedmieście
"Mieszkanie 3 pokoje, Toruń, Stawki, Sosnowy las",575000,45.51,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-torun-stawki-sosnowy-las-ID4vu8u,Toruń,ul. Strzałowa ,Rudak
Słoneczne mieszkanie Naturia,599000,50.08,2,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-naturia-ID4wMUM,Toruń,ul. Konrada Grasera ,Wrzosy
Dwa pokoje 48m2,450000,48,2,https://www.otodom.pl/pl/oferta/dwa-pokoje-48m2-ID4vssX,Toruń,no address,Na Skarpie
Gotowiec Inwestycyjny-Zarabiaj 3000 Zł/Msc,480000,64,4,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-zarabiaj-3000-zl-msc-ID4wU8x,Toruń,no address,Mokre
Nowa Inwestycja| Premium | TORUŃ - Jakubskie Przedmieście,559000,51,3,https://www.otodom.pl/pl/oferta/nowa-inwestycja-premium-torun-jakubskie-przedmiescie-ID4vwux,Toruń,no address,Jakubskie Przedmieście
3 pokoje z balkonem wśród zieleni – ul. Rydygiera,369000,48.15,3,https://www.otodom.pl/pl/oferta/3-pokoje-z-balkonem-wsrod-zieleni-ul-rydygiera-ID4vwLr,Toruń,no address,Rubinkowo
"Kochanowskiego/Słowackiego, blisko Umk",357000,38.1,2,https://www.otodom.pl/pl/oferta/kochanowskiego-slowackiego-blisko-umk-ID4wS6b,Toruń,no address,Bydgoskie Przedmieście
Nowa niższa cena - 3 pokoje na parterze z miejscem postojowym Matejki,500000,61.4,3,https://www.otodom.pl/pl/oferta/nowa-nizsza-cena-3-pokoje-na-parterze-z-miejscem-postojowym-matejki-ID4wSda,Toruń,ul. Jana Matejki ,Bydgoskie Przedmieście
"3 pokojowe mieszkanie, blisko centrum!",499000,61.3,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-blisko-centrum-ID4voFK,Toruń,ul. gen. Józefa Bema ,Osiedle Młodych
Mieszkanie dla fanatyka Bydgoskiego Przedmieścia!,1099000,160,5,https://www.otodom.pl/pl/oferta/mieszkanie-dla-fanatyka-bydgoskiego-przedmiescia-ID4wBm4,Toruń,ul. Marii Konopnickiej ,Bydgoskie Przedmieście
"Super mieszkanie 4 pokoje, 72,9 m2,  II piętro balkon piwnica winda",479000,72.9,4,https://www.otodom.pl/pl/oferta/super-mieszkanie-4-pokoje-72-9-m2-ii-pietro-balkon-piwnica-winda-ID4vKAi,Toruń,ul. Filomatów Pomorskich ,Rubinkowo
"Trzy Pokoje, Ul. Zbożowa, Wrzosy !",580000,65,3,https://www.otodom.pl/pl/oferta/trzy-pokoje-ul-zbozowa-wrzosy-ID4v69O,Toruń,no address,Wrzosy
"3 pokoje, Nowe Torpo, wysoki standard",890000,61.37,3,https://www.otodom.pl/pl/oferta/3-pokoje-nowe-torpo-wysoki-standard-ID4vMvC,Toruń,no address,Chełmińskie Przedmieście
Nowa Niższa Cena ! 2 pokoje przy Parku na Rudaku,375000,39.72,2,https://www.otodom.pl/pl/oferta/nowa-nizsza-cena-2-pokoje-przy-parku-na-rudaku-ID4wss7,Toruń,no address,Rudak
2-pokojowe w centrum Torunia,329000,44,2,https://www.otodom.pl/pl/oferta/2-pokojowe-w-centrum-torunia-ID4vpOf,Toruń,no address,Mokre
Widok na Wisłę Ostatnie piętro,999000,110.24,3,https://www.otodom.pl/pl/oferta/widok-na-wisle-ostatnie-pietro-ID4t4BW,Toruń,ul. Przy Skarpie ,Na Skarpie
3 pokoje blisko Wsb i Centrum po remoncie,419000,49,3,https://www.otodom.pl/pl/oferta/3-pokoje-blisko-wsb-i-centrum-po-remoncie-ID4vJW6,Toruń,no address,Mokre
"Dwupoziomowe w centrum -piętro, gratis parking",549000,55.33,3,https://www.otodom.pl/pl/oferta/dwupoziomowe-w-centrum-pietro-gratis-parking-ID4vJW7,Toruń,ul. Tadeusza Kościuszki ,Mokre
Dwupokojowe cegła 1 piętro Koniuchy,456000,47.36,2,https://www.otodom.pl/pl/oferta/dwupokojowe-cegla-1-pietro-koniuchy-ID4vJW5,Toruń,ul. Kozacka ,Koniuchy
Z widokiem na Starówkę do negocjacji,685000,71.58,3,https://www.otodom.pl/pl/oferta/z-widokiem-na-starowke-do-negocjacji-ID4wXzZ,Toruń,ul. Różana ,Stare Miasto
"Umeblowane , zaciszne , winda , duży taras",555000,46,2,https://www.otodom.pl/pl/oferta/umeblowane-zaciszne-winda-duzy-taras-ID4vb8I,Toruń,no address,Wrzosy
Bardzo dobra cena - 60 m2- loggia- gotowe,499000,60.84,3,https://www.otodom.pl/pl/oferta/bardzo-dobra-cena-60-m2-loggia-gotowe-ID4vc3O,Toruń,no address,Na Skarpie
"Przy lesie, duży balkon, ciche",459000,39.3,2,https://www.otodom.pl/pl/oferta/przy-lesie-duzy-balkon-ciche-ID4vzWm,Toruń,no address,Wrzosy
Osiedle Nobilis,no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/osiedle-nobilis-ID4nfTY,Toruń,ul. Przy Skarpie ,Kaszczorek
Odbiór lipiec/3km do Starówki/obok autobus,324409,33,2,https://www.otodom.pl/pl/oferta/odbior-lipiec-3km-do-starowki-obok-autobus-ID4vs6U,Toruń,no address,Koniuchy
"Mieszkanie, 47,75 m², Toruń",425000,47.75,2,https://www.otodom.pl/pl/oferta/mieszkanie-47-75-m-torun-ID4vJ5R,Toruń,no address,Stare Miasto
Przytulne mieszkanie w wyjątkowym apartamentowcu,599000,39.64,2,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-w-wyjatkowym-apartamentowcu-ID4r2dJ,Toruń,ul. Stanisława Moniuszki ,Bydgoskie Przedmieście
"Piwnica(2x), balkon, rozkładowe",459000,48.1,2,https://www.otodom.pl/pl/oferta/piwnica2x-balkon-rozkladowe-ID4vIDU,Toruń,no address,Osiedle Młodych
Kołłątaja 1 i wszędzie blisko a jak TANIO ...,848000,125.5,4,https://www.otodom.pl/pl/oferta/kollataja-1-i-wszedzie-blisko-a-jak-tanio-ID4hJIC,Toruń,ul. Hugona Kołłątaja 1d,Chełmińskie Przedmieście
"2-pokojowe, przestronne mieszkanie os. Winnica",539000,52.5,2,https://www.otodom.pl/pl/oferta/2-pokojowe-przestronne-mieszkanie-os-winnica-ID4wQQG,Toruń,ul. Szosa Lubicka ,Jakubskie Przedmieście
2-pokojowe w cegle na Koniuchach,399000,40.2,2,https://www.otodom.pl/pl/oferta/2-pokojowe-w-cegle-na-koniuchach-ID4vHLg,Toruń,ul. Długa ,Koniuchy
Dwupoziomowe duże z przestrzenią Gratis i parking,759000,150,3,https://www.otodom.pl/pl/oferta/dwupoziomowe-duze-z-przestrzenia-gratis-i-parking-ID4vHHC,Toruń,ul. Tadeusza Kościuszki ,Mokre
2-pokojowe mieszkanie na Koniuchach,359000,43.75,2,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-koniuchach-ID4vHuV,Toruń,ul. Kozacka ,Koniuchy
Oferta premium - Mieszkanie z ogródkiem - JAR,620000,46.61,2,https://www.otodom.pl/pl/oferta/oferta-premium-mieszkanie-z-ogrodkiem-jar-ID4vHtj,Toruń,ul. Henryka Strobanda ,Wrzosy
"Rozkładowe 2 pokoje balkon, garaż, ogródek",475000,51,2,https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-balkon-garaz-ogrodek-ID4vHsv,Toruń,no address,Bydgoskie Przedmieście
"Dobra inwestycja pod najem,  Osiedle Młodych",420000,68,3,https://www.otodom.pl/pl/oferta/dobra-inwestycja-pod-najem-osiedle-mlodych-ID4vHsr,Toruń,no address,Osiedle Młodych
Apartamenty Brzoskwiniowa Etap 3 - mieszkanie A8,584193,52.63,3,https://www.otodom.pl/pl/oferta/apartamenty-brzoskwiniowa-etap-3-mieszkanie-a8-ID4wGlI,Toruń,ul. Brzoskwiniowa ,Wrzosy
sprzedam mieszkanie,265000,37,2,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-ID4vH5b,Toruń,ul. mjr. Ludwika Idzikowskiego ,Stawki
Jar parter duży taras gotowe do wprowadzenia,595000,49.39,2,https://www.otodom.pl/pl/oferta/jar-parter-duzy-taras-gotowe-do-wprowadzenia-ID4vGTK,Toruń,no address,Wrzosy
❗Inwestycyjne 2 pokoje + 10min Centrum + Umów termin i ZOBACZ NA ŻYWO❗,375300,32,2,https://www.otodom.pl/pl/oferta/inwestycyjne-2-pokoje-10min-centrum-umow-termin-i-zobacz-na-zywo-ID4vGNJ,Toruń,no address,Wrzosy
Zaraz Gotowa Kawalerka_10min Centrum + Idealne pod NAJEM + Tylko Jutro,308000,26,1,https://www.otodom.pl/pl/oferta/zaraz-gotowa-kawalerka-10min-centrum-idealne-pod-najem-tylko-jutro-ID4vGNB,Toruń,no address,Wrzosy
Parter przy Parku Bydgoskim Inwestycja,350000,56.04,2,https://www.otodom.pl/pl/oferta/parter-przy-parku-bydgoskim-inwestycja-ID4vcrh,Toruń,ul. ks. Stanisława Kujota ,Rybaki
Przestronne 4 pokoje osobna kuchnia park,723000,104.96,4,https://www.otodom.pl/pl/oferta/przestronne-4-pokoje-osobna-kuchnia-park-ID4vcrg,Toruń,ul. ks. Stanisława Kujota ,Rybaki
Mieszkanie z bajecznym tarasem i widokiem na Wisłę,1260000,87.72,4,https://www.otodom.pl/pl/oferta/mieszkanie-z-bajecznym-tarasem-i-widokiem-na-wisle-ID4usVy,Toruń,ul. Przy Skarpie ,Kaszczorek
3 Pokoje Oddzielna Kuchnia Blisko Centrum Ogród,495000,73.04,3,https://www.otodom.pl/pl/oferta/3-pokoje-oddzielna-kuchnia-blisko-centrum-ogrod-ID4rJsC,Toruń,szosa Chełmińska ,Chełmińskie Przedmieście
Apartament z duszą – sprawdź Rosette Residence!,2049450,105.1,3,https://www.otodom.pl/pl/oferta/apartament-z-dusza-sprawdz-rosette-residence-ID4o7JI,Toruń,Plac Św. Katarzyny ,Stare Miasto
3-pokoje gotowe do wprowadzenia w zielonej okolicy,449000,53.3,3,https://www.otodom.pl/pl/oferta/3-pokoje-gotowe-do-wprowadzenia-w-zielonej-okolicy-ID4vGM4,Toruń,ul. Feliksa Stamma ,Na Skarpie
Nowa Niższa Cena ! 2 pokoje przy Parku na Rudaku,375000,39.72,2,https://www.otodom.pl/pl/oferta/nowa-nizsza-cena-2-pokoje-przy-parku-na-rudaku-ID4wss7,Toruń,no address,Rudak
"1 piętro, 3 pokoje, blok z cegły, Stawki",579000,54.56,3,https://www.otodom.pl/pl/oferta/1-pietro-3-pokoje-blok-z-cegly-stawki-ID4vGM2,Toruń,no address,Stawki
"Dwa rozkładowe pokoje, oddzielna kuchnia Rubinkowo",309000,35.8,2,https://www.otodom.pl/pl/oferta/dwa-rozkladowe-pokoje-oddzielna-kuchnia-rubinkowo-ID4vGLI,Toruń,no address,Rubinkowo
Blisko Starówki - 2 rozkładowe pokoje parter Mokre,399000,49.87,2,https://www.otodom.pl/pl/oferta/blisko-starowki-2-rozkladowe-pokoje-parter-mokre-ID4vGvB,Toruń,no address,Mokre
Odbiór lipiec/Obok Umk i Merito/3min do przystanku,330316,33.12,2,https://www.otodom.pl/pl/oferta/odbior-lipiec-obok-umk-i-merito-3min-do-przystanku-ID4vGlQ,Toruń,no address,Mokre
Stylowy apartament PREMIUM urządzony w stylu Nowojorskim FILM,930000,64.85,3,https://www.otodom.pl/pl/oferta/stylowy-apartament-premium-urzadzony-w-stylu-nowojorskim-film-ID4vcrk,Toruń,ul. Wodociągowa ,Chełmińskie Przedmieście
Apartamenty Brzoskwiniowa Etap 3 - mieszkanie A6,382202,32.39,1,https://www.otodom.pl/pl/oferta/apartamenty-brzoskwiniowa-etap-3-mieszkanie-a6-ID4wGkp,Toruń,ul. Brzoskwiniowa ,Wrzosy
3 pokojowe z aneksem kuchennym | DUŻY SALON,1117070,65.71,3,https://www.otodom.pl/pl/oferta/3-pokojowe-z-aneksem-kuchennym-duzy-salon-ID4niHP,Toruń,ul. Przy Skarpie ,Kaszczorek
"Rozkładowe 4 pokojowe, Mokre, Bezpośrednio!!",592000,75.4,4,https://www.otodom.pl/pl/oferta/rozkladowe-4-pokojowe-mokre-bezposrednio-ID4weVW,Toruń,ul. Józefa Wybickiego ,Chełmińskie Przedmieście
5min do Umk/Obok autobus/Gotowe z ogródkiem,362020,37.07,2,https://www.otodom.pl/pl/oferta/5min-do-umk-obok-autobus-gotowe-z-ogrodkiem-ID4vjLC,Toruń,no address,Koniuchy
Słoneczne mieszkanie inwestycja Podgórz,465000,49.6,2,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-inwestycja-podgorz-ID4vFv8,Toruń,no address,Podgórz
"Centrum, balkon, widok na starówkę",320000,37,2,https://www.otodom.pl/pl/oferta/centrum-balkon-widok-na-starowke-ID4wYIA,Toruń,no address,Mokre
"1 piętro, 3 pokoje, blok z cegły, Stawki",579000,54.56,3,https://www.otodom.pl/pl/oferta/1-pietro-3-pokoje-blok-z-cegly-stawki-ID4vGM2,Toruń,no address,Stawki
"Bez prowizji! Studio  na PCK nowe, gotowa inwestycja, parking!",349000,22,1,https://www.otodom.pl/pl/oferta/bez-prowizji-studio-na-pck-nowe-gotowa-inwestycja-parking-ID4vFqM,Toruń,ul. Polskiego Czerwonego Krzyża ,Mokre
Rubinkowo-mieszkanie po remoncie dostępne od zaraz,649000,66.2,3,https://www.otodom.pl/pl/oferta/rubinkowo-mieszkanie-po-remoncie-dostepne-od-zaraz-ID4vFmT,Toruń,ul. Zygmunta Mocarskiego ,Rubinkowo
"Parter z tarasem, 3 pokoje, wysoki standard, Jar",773000,55.61,3,https://www.otodom.pl/pl/oferta/parter-z-tarasem-3-pokoje-wysoki-standard-jar-ID4vFlO,Toruń,no address,Wrzosy
Mieszkanie blisko Centrum - 2 niezależne wejścia !,399000,50.32,2,https://www.otodom.pl/pl/oferta/mieszkanie-blisko-centrum-2-niezalezne-wejscia-ID4vF2n,Toruń,no address,Chełmińskie Przedmieście
Nowe mieszkanie na osiedlu Naturia - Budlex,599000,46.91,2,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-naturia-budlex-ID4vF2e,Toruń,no address,Wrzosy
"43,67, 2 pokoje, balkon, 1 piętro, budynek z 2017!",459000,43.67,2,https://www.otodom.pl/pl/oferta/43-67-2-pokoje-balkon-1-pietro-budynek-z-2017-ID4vEZo,Toruń,no address,Stawki
"2 pokoje, 2 piętro, hala garażowa, blok z 2015r.",479000,48.44,2,https://www.otodom.pl/pl/oferta/2-pokoje-2-pietro-hala-garazowa-blok-z-2015r-ID4vEIs,Toruń,no address,Stawki
"Mieszkanie w kamienicy z klimatem – 128 m², 2p",999000,128,4,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-z-klimatem-128-m-2p-ID4vEEK,Toruń,no address,Mokre
3 Apartamenty pod Najem Krótkoterminowy w Sercu Starego Miasta,1225000,85.5,3,https://www.otodom.pl/pl/oferta/3-apartamenty-pod-najem-krotkoterminowy-w-sercu-starego-miasta-ID4vEux,Toruń,ul. Szczytna ,Stare Miasto
"Mieszkanie, 2 pokoje, inwestycja, Mickiewicza.",475000,62,2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-inwestycja-mickiewicza-ID4vEt0,Toruń,no address,Bydgoskie Przedmieście
Apartamenty Brzoskwiniowa,no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/apartamenty-brzoskwiniowa-ID4ebbT,Toruń,ul. Brzoskwiniowa ,Wrzosy
Osiedle Letnia 2 | mieszkanie 3-pok. | 72_15,535388,62.11,3,https://www.otodom.pl/pl/oferta/osiedle-letnia-2-mieszkanie-3-pok-72-15-ID4oVqp,Toruń,no address,Podgórz
Skarpa-Trzy Pokoje-Parter-Loggia,439000,48.7,3,https://www.otodom.pl/pl/oferta/skarpa-trzy-pokoje-parter-loggia-ID4v6wE,Toruń,no address,Na Skarpie
Świetna cena z miejscem w hali,415000,38,2,https://www.otodom.pl/pl/oferta/swietna-cena-z-miejscem-w-hali-ID4wN4H,Toruń,no address,Rubinkowo
Kawalerka bez pośredników UMEBLOWANA,275000,24.5,1,https://www.otodom.pl/pl/oferta/kawalerka-bez-posrednikow-umeblowana-ID4vE8k,Toruń,no address,Rubinkowo
Na sprzedaż funkcjonalne 4-pokojowe mieszkanie – 5,435000,58.3,3,https://www.otodom.pl/pl/oferta/na-sprzedaz-funkcjonalne-4-pokojowe-mieszkanie-5-ID4vaR8,Toruń,ul. Józefa i Sylwestra Buszczyńskich ,Rubinkowo
Apartament 3 pokojowy na Przedmięsciu Bydgoskim,595000,55.86,3,https://www.otodom.pl/pl/oferta/apartament-3-pokojowy-na-przedmiesciu-bydgoskim-ID4vxLD,Toruń,no address,Bydgoskie Przedmieście
Doskonałe położenie z szybkim dojazdem do centrum,404674,37.82,2,https://www.otodom.pl/pl/oferta/doskonale-polozenie-z-szybkim-dojazdem-do-centrum-ID4vlWM,Toruń,no address,Jakubskie Przedmieście
"Mieszkanie 80m, 4 pokoje, garaż, Chełmińskie",680000,79.2,4,https://www.otodom.pl/pl/oferta/mieszkanie-80m-4-pokoje-garaz-chelminskie-ID4wGJd,Toruń,ul. Szosa Chełmińska 154,Koniuchy
3-pokojowe mieszkanie w świetnej lokalizacji,539000,62.3,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-w-swietnej-lokalizacji-ID4vvlD,Toruń,no address,Stawki
Kawalerka na sprzedaż,169000,25.57,1,https://www.otodom.pl/pl/oferta/kawalerka-na-sprzedaz-ID4wjHL,Toruń,ul. Jana Karola Chodkiewicza ,Mokre
Mieszkanie plomba Buszczyńskich -1993 r.,699000,77.4,3,https://www.otodom.pl/pl/oferta/mieszkanie-plomba-buszczynskich-1993-r-ID4vD5y,Toruń,ul. Józefa i Sylwestra Buszczyńskich ,Rubinkowo
Funkcjonalne - 3 pokoje - po remoncie generalnym,399000,40.5,3,https://www.otodom.pl/pl/oferta/funkcjonalne-3-pokoje-po-remoncie-generalnym-ID4vCPn,Toruń,ul. Władysława Dziewulskiego ,Rubinkowo
Przestronne mieszkanie w klimatycznej kamienicy,1150000,158.5,5,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-klimatycznej-kamienicy-ID4w4r4,Toruń,no address,Bydgoskie Przedmieście
Przestronny apartament blisko Starego Miasta,910000,77.89,4,https://www.otodom.pl/pl/oferta/przestronny-apartament-blisko-starego-miasta-ID4vCHY,Toruń,no address,Jakubskie Przedmieście
"Nowe mieszkanie, bez Pcc i prowizji",674828,68.86,3,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-bez-pcc-i-prowizji-ID4vCHX,Toruń,no address,Jakubskie Przedmieście
"Mieszkanie Kozacka 46m, 2 pok., I p., balkon",430000,46.2,2,https://www.otodom.pl/pl/oferta/mieszkanie-kozacka-46m-2-pok-i-p-balkon-ID4vkae,Toruń,ul. Kozacka ,Koniuchy
"Mieszkanie 48 m² – ul. Łyskowskiego, os. Rubinkowo, 3 pokoje, balkon",360000,48,3,https://www.otodom.pl/pl/oferta/mieszkanie-48-m-ul-lyskowskiego-os-rubinkowo-3-pokoje-balkon-ID4vCwX,Toruń,ul. Ignacego Łyskowskiego ,Rubinkowo
Okazja | 2 pokoje | 49m2 | blok z cegły,390000,49,2,https://www.otodom.pl/pl/oferta/okazja-2-pokoje-49m2-blok-z-cegly-ID4v7qP,Toruń,ul. Ignacego Łyskowskiego ,Rubinkowo
Sobieskiego 29 | mieszkanie 2-pok. | S.01.28,no price,38.12,2,https://www.otodom.pl/pl/oferta/sobieskiego-29-mieszkanie-2-pok-s-01-28-ID4ryNB,Toruń,ul. Jana Sobieskiego ,Jakubskie Przedmieście
"Bez prowizji! Studio  na PCK nowe, gotowa inwestycja, parking!",349000,22,1,https://www.otodom.pl/pl/oferta/bez-prowizji-studio-na-pck-nowe-gotowa-inwestycja-parking-ID4vFqM,Toruń,ul. Polskiego Czerwonego Krzyża ,Mokre
dochodowy Dwupak potrzebuje Ciebie do Negocjacji,767000,52.6,3,https://www.otodom.pl/pl/oferta/dochodowy-dwupak-potrzebuje-ciebie-do-negocjacji-ID4vCk0,Toruń,no address,Osiedle Młodych
"Przestronne, 3-pokojowe mieszkanie na Wrzosach",595000,66,3,https://www.otodom.pl/pl/oferta/przestronne-3-pokojowe-mieszkanie-na-wrzosach-ID4wb7E,Toruń,szosa Chełmińska ,Wrzosy
1piętro 3 pokoje Stawki pełen rozkład,415000,47.8,3,https://www.otodom.pl/pl/oferta/1pietro-3-pokoje-stawki-pelen-rozklad-ID4vghQ,Toruń,no address,Rudak
Wyjątkowe mieszkanie przy ul. Chrobrego,365000,36.98,2,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-przy-ul-chrobrego-ID4vC7Q,Toruń,no address,Stare Miasto
Elegancki 2p. apartament niedaleko centrum !,529000,38,2,https://www.otodom.pl/pl/oferta/elegancki-2p-apartament-niedaleko-centrum-ID4wyoz,Toruń,no address,Jakubskie Przedmieście
Piękne Stylowe Mieszkanie 82m Kozacka,899000,82,4,https://www.otodom.pl/pl/oferta/piekne-stylowe-mieszkanie-82m-kozacka-ID4vBRi,Toruń,ul. Kozacka ,Koniuchy
"2 pokoje, 40 mkw, blok cegła, ul. Końcowa",409000,39.51,2,https://www.otodom.pl/pl/oferta/2-pokoje-40-mkw-blok-cegla-ul-koncowa-ID4vBKQ,Toruń,no address,Chełmińskie Przedmieście
Luksusowy apartament - 2 tarasy - 2 balkony,1980000,138,5,https://www.otodom.pl/pl/oferta/luksusowy-apartament-2-tarasy-2-balkony-ID4vBBR,Toruń,no address,Bydgoskie Przedmieście
Przestronne 4pok na zielonej Skarpie!,570000,72.8,4,https://www.otodom.pl/pl/oferta/przestronne-4pok-na-zielonej-skarpie-ID4vBzY,Toruń,ul. Kardynała Stefana Wyszyńskiego ,Na Skarpie
Przestronne 3-pokojowe mieszkanie - 62m²,595000,62.66,3,https://www.otodom.pl/pl/oferta/przestronne-3-pokojowe-mieszkanie-62m-ID4vBs9,Toruń,ul. Rybaki ,Rybaki
"Urokliwe mieszkanie na starówce, po remoncie",634000,64.43,3,https://www.otodom.pl/pl/oferta/urokliwe-mieszkanie-na-starowce-po-remoncie-ID4vBpT,Toruń,no address,Stare Miasto
"Kawalerka na bydgoskim przedmieściu, 1 piętro",235000,25.25,1,https://www.otodom.pl/pl/oferta/kawalerka-na-bydgoskim-przedmiesciu-1-pietro-ID4uCBz,Toruń,szosa Bydgoska ,Bydgoskie Przedmieście
"2 pokojowe,loggia, ul. Bolta Na Skarpie",359000,33.13,2,https://www.otodom.pl/pl/oferta/2-pokojowe-loggia-ul-bolta-na-skarpie-ID4wHi9,Toruń,ul. Antoniego Bolta ,Na Skarpie
Gotowe do zamieszkania! 3-pokojowe mieszkanie,559000,62.53,3,https://www.otodom.pl/pl/oferta/gotowe-do-zamieszkania-3-pokojowe-mieszkanie-ID4vANb,Toruń,no address,Chełmińskie Przedmieście
"Jar|Watzenrodego|2 Pokoje | 46,68 m2",405649,46.68,2,https://www.otodom.pl/pl/oferta/jar-watzenrodego-2-pokoje-46-68-m2-ID4vADM,Toruń,no address,Wrzosy
"Mieszkanie Zbożowa- 43m, 2 pok., w.parter, balkon",449000,43.2,2,https://www.otodom.pl/pl/oferta/mieszkanie-zbozowa-43m-2-pok-w-parter-balkon-ID4vhsy,Toruń,ul. Zbożowa ,Wrzosy
"Mieszkanie na Toruńskiej Starówce, wysoki standard",410000,32.41,2,https://www.otodom.pl/pl/oferta/mieszkanie-na-torunskiej-starowce-wysoki-standard-ID4uCBv,Toruń,ul. Kazimierza Jagiellończyka ,Stare Miasto
"Parter, Moniuszki w kamienicy - 50% udziałów",240000,77,3,https://www.otodom.pl/pl/oferta/parter-moniuszki-w-kamienicy-50-udzialow-ID4vAes,Toruń,ul. Stanisława Moniuszki ,Bydgoskie Przedmieście
Słoneczny apartament blisko Starego Miasta,619000,50.55,3,https://www.otodom.pl/pl/oferta/sloneczny-apartament-blisko-starego-miasta-ID4vtc3,Toruń,szosa Lubicka ,Jakubskie Przedmieście
Doskonałe położenie z szybkim dojazdem do centrum,444157,41.51,2,https://www.otodom.pl/pl/oferta/doskonale-polozenie-z-szybkim-dojazdem-do-centrum-ID4vlWO,Toruń,szosa Lubicka ,Jakubskie Przedmieście
"Luksusowy apartament 3 pokoje, osiedle zamknięte.",669000,50,3,https://www.otodom.pl/pl/oferta/luksusowy-apartament-3-pokoje-osiedle-zamkniete-ID4vzYJ,Toruń,no address,Rubinkowo
Z pięknym widokiem na os. Mokre.,305000,38.2,2,https://www.otodom.pl/pl/oferta/z-pieknym-widokiem-na-os-mokre-ID4vzQt,Toruń,no address,Mokre
"3 pokoje, rozkładowe, Mokre, blisko Starego Miasta",419000,48.8,3,https://www.otodom.pl/pl/oferta/3-pokoje-rozkladowe-mokre-blisko-starego-miasta-ID4wOEz,Toruń,no address,Mokre
Nowoczesne 2-Pokojowe mieszkanie na Wrzosach,550000,45.5,2,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokojowe-mieszkanie-na-wrzosach-ID4vz6W,Toruń,no address,Wrzosy
Trzy pokoje 62m2,595000,62.66,3,https://www.otodom.pl/pl/oferta/trzy-pokoje-62m2-ID4vyWZ,Toruń,ul. Rybaki ,Rybaki
Grasera 12,no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/grasera-12-ID4tSZT,Toruń,ul. Grasera 12/Strobanda 14,Wrzosy
"3 pokoje,62,6m2,|Sz.Chełmińska|blok z cegły",449000,62.6,3,https://www.otodom.pl/pl/oferta/3-pokoje-62-6m2-sz-chelminska-blok-z-cegly-ID4wvQk,Toruń,no address,Chełmińskie Przedmieście
"Słowackiego, 42 m2, ogródek, Park Miejski",375000,42.2,2,https://www.otodom.pl/pl/oferta/slowackiego-42-m2-ogrodek-park-miejski-ID4vyOQ,Toruń,ul. Juliusza Słowackiego ,Bydgoskie Przedmieście
"Mieszkanie na osiedlu Panorama :luksus, spokój !",750000,70,3,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-panorama-luksus-spokoj-ID4u5HT,Toruń,Przy Skarpie  Panaorama ,Rubinkowo
"Mieszkanie 2 pokoje, oddzielna kuchnia, parter",430000,46.1,2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-oddzielna-kuchnia-parter-ID4vyve,Toruń,no address,Bydgoskie Przedmieście
"Luksusowy apartament, widok na Park, osiedle JAR",965000,74.32,2,https://www.otodom.pl/pl/oferta/luksusowy-apartament-widok-na-park-osiedle-jar-ID4sN48,Toruń,ul. Jana Michała Hubego ,Wrzosy
Zadbane M-4 Dla Rodziny Stawki 62M2,539000,62.3,3,https://www.otodom.pl/pl/oferta/zadbane-m-4-dla-rodziny-stawki-62m2-ID4vjU5,Toruń,no address,Czerniewice
2-pokojowe mieszkanie 34m2 + ogródek Bezpośrednio,no price,34.19,2,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-ogrodek-bezposrednio-ID4uEyt,Toruń,ul. Jana Heweliusza ,Wrzosy
2-pokojowe mieszkanie z balkonem i klimatyzacją,399000,45,2,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-z-balkonem-i-klimatyzacja-ID4vxDS,Toruń,ul. Włocławska ,Czerniewice
"3 Pokoje W Cegle, Duży Ogródek.",709000,64.4,3,https://www.otodom.pl/pl/oferta/3-pokoje-w-cegle-duzy-ogrodek-ID4qLIy,Toruń,no address,Koniuchy
