title,price,area,rooms,url,city,address,district
⭐Zaraz Gotowe 2 pokoje + GARAŻ GRATIS + Umów DNI OTWARTE I ZOBACZ⭐,384600,34,2,https://www.otodom.pl/pl/oferta/zaraz-gotowe-2-pokoje-garaz-gratis-umow-dni-otwarte-i-zobacz-ID4x0Y6,Toruń,no address,Wrzosy
⭐Zaraz Gotowe 2 pokoje + GARAŻ W CENIE + Totalny HIT NA DNI OTWARTE⭐,445700,41,2,https://www.otodom.pl/pl/oferta/zaraz-gotowe-2-pokoje-garaz-w-cenie-totalny-hit-na-dni-otwarte-ID4x0XR,Toruń,no address,Wrzosy
"Rubinkowo, ul. Łyskowskiego – funkcjonalny układ!",389000,48.2,3,https://www.otodom.pl/pl/oferta/rubinkowo-ul-lyskowskiego-funkcjonalny-uklad-ID4x0SY,Toruń,no address,Katarzynka
"Świetne przestronne 3 pokoje 60,5 m2, III piętro piwnica winda balkon",419000,60.5,3,https://www.otodom.pl/pl/oferta/swietne-przestronne-3-pokoje-60-5-m2-iii-pietro-piwnica-winda-balkon-ID4vKEA,Toruń,ul. Filomatów Pomorskich ,Rubinkowo
W sercu Starego Miasta,749000,96,4,https://www.otodom.pl/pl/oferta/w-sercu-starego-miasta-ID4wbsz,Toruń,ul. Rabiańska ,Stare Miasto
3-pokojowe Matejki z miejscem parkingowym,495000,61.4,3,https://www.otodom.pl/pl/oferta/3-pokojowe-matejki-z-miejscem-parkingowym-ID4vJIS,Toruń,ul. Jana Matejki ,Bydgoskie Przedmieście
Centrum 52 m loggia,440000,52,3,https://www.otodom.pl/pl/oferta/centrum-52-m-loggia-ID4vqwE,Toruń,ul. Legionów ,Chełmińskie Przedmieście
Komfortowe M4 dla rodziny w otoczeniu zieleni,769000,75.74,3,https://www.otodom.pl/pl/oferta/komfortowe-m4-dla-rodziny-w-otoczeniu-zieleni-ID4vshl,Toruń,no address,Kaszczorek
"Mieszkanie 2 pokojowe, po remoncie, bez pośrednika, dwustronne",379000,37,2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-po-remoncie-bez-posrednika-dwustronne-ID4uSMZ,Toruń,no address,Rubinkowo
Osiedle Maureska | mieszkanie 2-pok. | D.11,no price,39.5,2,https://www.otodom.pl/pl/oferta/osiedle-maureska-mieszkanie-2-pok-d-11-ID4waZj,Toruń,ul. Konrada Grasera ,Wrzosy
Dwupoziomowe mieszkanie w centrum! Taras 40m2!,925000,116,5,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-w-centrum-taras-40m2-ID4x0wR,Toruń,no address,Bielany
Trzy Pokoje-Centrum Rubinkowa,365000,48,3,https://www.otodom.pl/pl/oferta/trzy-pokoje-centrum-rubinkowa-ID4vcYK,Toruń,no address,Rubinkowo
Mokre - Cztery Pokoje - Dwustronne,440000,57.9,4,https://www.otodom.pl/pl/oferta/mokre-cztery-pokoje-dwustronne-ID4vV7C,Toruń,no address,Mokre
3 pokoje Jar miejsce postojowe komórka lokatorska,699000,53,3,https://www.otodom.pl/pl/oferta/3-pokoje-jar-miejsce-postojowe-komorka-lokatorska-ID4x0tC,Toruń,no address,Stare Miasto
Mieszkanie 4 pokojowe w pobliżu lasu,359000,68.86,3,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-w-poblizu-lasu-ID4vWhe,Toruń,ul. Lipnowska ,Rudak
Przestronny apartament blisko Starego Miasta,635000,60.03,3,https://www.otodom.pl/pl/oferta/przestronny-apartament-blisko-starego-miasta-ID4whx5,Toruń,szosa Chełmińska ,Chełmińskie Przedmieście
Murapol Aviator - apartamenty inwestycyjne,no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/murapol-aviator-apartamenty-inwestycyjne-ID4vFLy,Toruń,ul. Grudziądzka ,Koniuchy
KAMERALNE ul. Rolnicza 33 Toruń,no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/kameralne-ul-rolnicza-33-torun-ID4x01y,Toruń,ul. Rolnicza ,Wrzosy
Przestronne mieszkanie na Chełmińskim Przedmieściu,619000,65.7,3,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-na-chelminskim-przedmiesciu-ID4wPfA,Toruń,no address,Chełmińskie Przedmieście
Strzałowa 3 pokoje z ogródkiem,629000,56.9,3,https://www.otodom.pl/pl/oferta/strzalowa-3-pokoje-z-ogrodkiem-ID4vqna,Toruń,ul. Strzałowa ,Rudak
3 pokoje po remoncie na Bema,499000,61.3,3,https://www.otodom.pl/pl/oferta/3-pokoje-po-remoncie-na-bema-ID4vhi3,Toruń,no address,Chełmińskie Przedmieście
3 Pokoje Skarpa !,489000,60.8,3,https://www.otodom.pl/pl/oferta/3-pokoje-skarpa-ID4vwy3,Toruń,no address,Na Skarpie
"Urządzone 2 pokoje blisko centrum, nowe bud. bez PCC, bezpośrednio",479000,36.55,2,https://www.otodom.pl/pl/oferta/urzadzone-2-pokoje-blisko-centrum-nowe-bud-bez-pcc-bezposrednio-ID4vqjH,Toruń,ul. Teodora Donimirskiego ,Rubinkowo
Dwupokojowe z widokiem na Stare Miasto.,449000,52,2,https://www.otodom.pl/pl/oferta/dwupokojowe-z-widokiem-na-stare-miasto-ID4x0p9,Toruń,no address,Osiedle Młodych
Wyjątkowe mieszkanie w dogodnej lokalizacji,550000,58,3,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-w-dogodnej-lokalizacji-ID4pmy0,Toruń,ul. Samuela Bogumiła Lindego ,Bydgoskie Przedmieście
"Centrum, ul. Legionów 2-pokojowe 53m",498000,53,2,https://www.otodom.pl/pl/oferta/centrum-ul-legionow-2-pokojowe-53m-ID4x0nI,Toruń,no address,Chełmińskie Przedmieście
"Centrum, blok, obok Cinema City, 2 duże pokoje",470000,55,2,https://www.otodom.pl/pl/oferta/centrum-blok-obok-cinema-city-2-duze-pokoje-ID4qGEM,Toruń,ul. Grudziądzka ,Chełmińskie Przedmieście
Murapol Novo,no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/murapol-novo-ID4vFLz,Toruń,ul. Droga Trzeposka ,Jakubskie Przedmieście
Mieszkanie 54m2. Kameralnie w centrum.,549000,54.52,2,https://www.otodom.pl/pl/oferta/mieszkanie-54m2-kameralnie-w-centrum-ID4uBa4,Toruń,ul. gen. Kazimierza Pułaskiego ,Jakubskie Przedmieście
Rybaki- Klimatyczne 3 Pokoje W Dobrej Cenie,475000,57,3,https://www.otodom.pl/pl/oferta/rybaki-klimatyczne-3-pokoje-w-dobrej-cenie-ID4x0if,Toruń,no address,Rybaki
"Traktorowa- 3pokoje na 1 piętrze, blok z cegły.",495000,57,3,https://www.otodom.pl/pl/oferta/traktorowa-3pokoje-na-1-pietrze-blok-z-cegly-ID4x0ie,Toruń,no address,Wrzosy
Mieszkanie na Starówce / nowa cena !!!,599000,62.29,2,https://www.otodom.pl/pl/oferta/mieszkanie-na-starowce-nowa-cena-ID4vUwc,Toruń,no address,Stare Miasto
Mieszkanie gotowiec inwestycyjny podzielone na 2,599000,61.09,2,https://www.otodom.pl/pl/oferta/mieszkanie-gotowiec-inwestycyjny-podzielone-na-2-ID4ov1l,Toruń,ul. Czapli ,Stawki
"3-pokojowe mieszkanie 51,03 m2 + balkon",530712,51.03,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51-03-m2-balkon-ID4x06k,Toruń,ul. Rolnicza ,Wrzosy
Klimatyczne mieszkanie blisko centrum,360000,41,2,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-blisko-centrum-ID4t9dH,Toruń,ul. Adama Mickiewicza ,Bydgoskie Przedmieście
osiedle Jar! mieszkanie 3-pokojowe z Ogródkiem,739000,56.63,3,https://www.otodom.pl/pl/oferta/osiedle-jar-mieszkanie-3-pokojowe-z-ogrodkiem-ID4wdQP,Toruń,ul. Łukasza Watzenrodego ,Wrzosy
Zamieszkaj lub zainwestuj w Toruniu- Bez Prowizji,400000,35.91,2,https://www.otodom.pl/pl/oferta/zamieszkaj-lub-zainwestuj-w-toruniu-bez-prowizji-ID4x01Y,Toruń,ul. Droga Trzeposka ,Jakubskie Przedmieście
"Mieszkanie, 4 pokoje z tarasem i windą.",869000,83.78,4,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokoje-z-tarasem-i-winda-ID4x005,Toruń,no address,Jakubskie Przedmieście
"Słowackiego Bydgoskie Przedm, 3 pokoje, parter 49m",419900,49,3,https://www.otodom.pl/pl/oferta/slowackiego-bydgoskie-przedm-3-pokoje-parter-49m-ID4wWiK,Toruń,no address,Stare Miasto
Winnica widok na Wisłe,1099000,80.91,2,https://www.otodom.pl/pl/oferta/winnica-widok-na-wisle-ID4sf6O,Toruń,ul. Winnica ,Winnica
Hubego 3-pokojowe Jar,670000,55.66,3,https://www.otodom.pl/pl/oferta/hubego-3-pokojowe-jar-ID4vZNq,Toruń,no address,Wrzosy
"Nowoczesne 2022r,,garaż,winda, wys.standard,Stawki",540000,45.58,2,https://www.otodom.pl/pl/oferta/nowoczesne-2022r-garaz-winda-wys-standard-stawki-ID4wQol,Toruń,no address,Stawki
"Inwestycja, bezczynszowe m, najlepsze 1 piętro",430000,32.2,1,https://www.otodom.pl/pl/oferta/inwestycja-bezczynszowe-m-najlepsze-1-pietro-ID4wLdW,Toruń,no address,Stare Miasto
"Świetna lokalizacja - Sczanieckiego,wolne od zaraz",314000,40.52,2,https://www.otodom.pl/pl/oferta/swietna-lokalizacja-sczanieckiego-wolne-od-zaraz-ID4vk3Z,Toruń,ul. Michała Sczanieckiego ,Mokre
"Kawalerka I piętro, Loggia, od zaraz",209000,23,1,https://www.otodom.pl/pl/oferta/kawalerka-i-pietro-loggia-od-zaraz-ID4vixy,Toruń,no address,Rubinkowo
Mieszkanie 54m2. Kameralnie w centrum.,549000,54.52,2,https://www.otodom.pl/pl/oferta/mieszkanie-54m2-kameralnie-w-centrum-ID4uBa4,Toruń,ul. gen. Kazimierza Pułaskiego ,Jakubskie Przedmieście
Przestrzeń i zieleń na wyciągnięcie ręki - Wrzosy,719000,93.4,3,https://www.otodom.pl/pl/oferta/przestrzen-i-zielen-na-wyciagniecie-reki-wrzosy-ID4txCB,Toruń,no address,Wrzosy
Nowoczesne i komfortowe mieszkanie na osiedlu Jar,830000,63,3,https://www.otodom.pl/pl/oferta/nowoczesne-i-komfortowe-mieszkanie-na-osiedlu-jar-ID4vZx9,Toruń,ul. Jana Michała Hubego ,Wrzosy
"Centrum - ul. Czarlińskiego, cegła,2-pokojowe, 51m",325000,51,2,https://www.otodom.pl/pl/oferta/centrum-ul-czarlinskiego-cegla-2-pokojowe-51m-ID4vOME,Toruń,no address,Chełmińskie Przedmieście
90 mkw. | 4 pokojowe | DUŻY SŁONECZNY BALKON,1350450,90.03,4,https://www.otodom.pl/pl/oferta/90-mkw-4-pokojowe-duzy-sloneczny-balkon-ID4niHH,Toruń,ul. Przy Skarpie ,Kaszczorek
Sobieskiego 29 | mieszkanie 2-pok. | S.02.14,no price,38.13,2,https://www.otodom.pl/pl/oferta/sobieskiego-29-mieszkanie-2-pok-s-02-14-ID4ryNK,Toruń,ul. Jana Sobieskiego ,Jakubskie Przedmieście
Grasera 12 | apartament 2-pok. | M20,no price,42.85,2,https://www.otodom.pl/pl/oferta/grasera-12-apartament-2-pok-m20-ID4tT5K,Toruń,ul. Grasera 12/Strobanda 14,Wrzosy
Osiedle Maureska | mieszkanie 1-pok. | D.22,no price,60.97,1,https://www.otodom.pl/pl/oferta/osiedle-maureska-mieszkanie-1-pok-d-22-ID4waZi,Toruń,ul. Konrada Grasera ,Wrzosy
Osiedle Harmonia | gotowe do odbioru | B5_00_06,no price,53.21,3,https://www.otodom.pl/pl/oferta/osiedle-harmonia-gotowe-do-odbioru-b5-00-06-ID4mF6P,Toruń,ul. Konrada Grasera ,Wrzosy
"Piękne mieszkanie na sprzedaż, świetna lokalizacja. Toruń, Bydgoskie",448000,45.4,2,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-na-sprzedaz-swietna-lokalizacja-torun-bydgoskie-ID4vMPe,Toruń,ul. Zygmunta Krasińskiego ,Bydgoskie Przedmieście
Apartament + Garaż + 2 Kom. lok. P 3/3 osiedle JAR,885000,82.04,3,https://www.otodom.pl/pl/oferta/apartament-garaz-2-kom-lok-p-3-3-osiedle-jar-ID4rEjr,Toruń,"ul. Konrada Grasera Osiedle JAR, Naturia ",Wrzosy
Oddzielna kuchnia Wysoki partner Ogrzewanie miejskie,349000,45.2,2,https://www.otodom.pl/pl/oferta/oddzielna-kuchnia-wysoki-partner-ogrzewanie-miejskie-ID4vT1Y,Toruń,ul. św. Andrzeja Boboli ,Chełmińskie Przedmieście
"Sprzedam mieszkanie 48,30m Na Skarpie",485000,48.3,2,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-48-30m-na-skarpie-ID4vI9g,Toruń,ul. Bronisława Malinowskiego ,Na Skarpie
2 łazienki 2 balkony Wszystko nowe Po generalnym remoncie,899000,105,4,https://www.otodom.pl/pl/oferta/2-lazienki-2-balkony-wszystko-nowe-po-generalnym-remoncie-ID4vSZ9,Toruń,ul. Bydgoska ,Bydgoskie Przedmieście
Warte Uwagi mieszkanie - Osiedle Naturia (JAR),634000,43.74,2,https://www.otodom.pl/pl/oferta/warte-uwagi-mieszkanie-osiedle-naturia-jar-ID4vxHb,Toruń,no address,Wrzosy
"2 rozkładowe pokoje, świetna lokalizacja",322000,39,2,https://www.otodom.pl/pl/oferta/2-rozkladowe-pokoje-swietna-lokalizacja-ID4vZhq,Toruń,ul. Michała Sczanieckiego ,Mokre
3-pokojowe mieszkanie na parterze – Rubinkowo,399000,48,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-parterze-rubinkowo-ID4vHJp,Toruń,ul. Filomatów Pomorskich ,Rubinkowo
2M blisko Umk! Idealne na start lub inwestycję,399000,46,2,https://www.otodom.pl/pl/oferta/2m-blisko-umk-idealne-na-start-lub-inwestycje-ID4vCBa,Toruń,szosa Okrężna ,Bielany
Przestrzeń i zieleń na wyciągnięcie ręki - Wrzosy,719000,93.4,3,https://www.otodom.pl/pl/oferta/przestrzen-i-zielen-na-wyciagniecie-reki-wrzosy-ID4txCB,Toruń,no address,Wrzosy
Parterowe 3M z dużym tarasem na Wrzosach,690000,63,3,https://www.otodom.pl/pl/oferta/parterowe-3m-z-duzym-tarasem-na-wrzosach-ID4vw7R,Toruń,ul. Chabrowa ,Wrzosy
Apartament na Starówce z widokiem na Wisłę,1390000,66.62,3,https://www.otodom.pl/pl/oferta/apartament-na-starowce-z-widokiem-na-wisle-ID4vaOD,Toruń,ul. św. Jakuba ,Stare Miasto
Duże 2-poziomowe mieszkanie w idealnej lokalizacji,670000,109,3,https://www.otodom.pl/pl/oferta/duze-2-poziomowe-mieszkanie-w-idealnej-lokalizacji-ID4uZj3,Toruń,ul. Konstytucji 3 Maja ,Na Skarpie
Na sprzedaż przestronne mieszkanie na Rubinkowie I,370000,48,3,https://www.otodom.pl/pl/oferta/na-sprzedaz-przestronne-mieszkanie-na-rubinkowie-i-ID4wAEm,Toruń,ul. Ludwika Rydygiera ,Rubinkowo
Na sprzedaż 3M w doskonałej lokalizacji!,420000,48.2,3,https://www.otodom.pl/pl/oferta/na-sprzedaz-3m-w-doskonalej-lokalizacji-ID4uXQm,Toruń,ul. Ignacego Łyskowskiego ,Rubinkowo
3-pokojowe mieszkanie przy ul. Łyskowskiego 1,420000,48.2,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-przy-ul-lyskowskiego-1-ID4uXPU,Toruń,ul. Ignacego Łyskowskiego ,Rubinkowo
Mieszkanie z antresolą w sercu Starego Miasta.,530000,42,1,https://www.otodom.pl/pl/oferta/mieszkanie-z-antresola-w-sercu-starego-miasta-ID4vZ8b,Toruń,no address,Stare Miasto
"Z pięknym widokiem,  garaż, piwnica, winda",449000,34.1,2,https://www.otodom.pl/pl/oferta/z-pieknym-widokiem-garaz-piwnica-winda-ID4vZ31,Toruń,no address,Winnica
"Zamieszkaj komfortowo , widokowo na os. Panorama.",699000,72,3,https://www.otodom.pl/pl/oferta/zamieszkaj-komfortowo-widokowo-na-os-panorama-ID4vZ2J,Toruń,no address,Na Skarpie
Kawalerka za bejecznym widokiem nieopodal Starówki,295000,36,1,https://www.otodom.pl/pl/oferta/kawalerka-za-bejecznym-widokiem-nieopodal-starowki-ID4vZ2D,Toruń,no address,Osiedle Młodych
3 Rozkłądowe Pokoje ! Osiedle Chełmińskie!!!,399000,51.05,3,https://www.otodom.pl/pl/oferta/3-rozkladowe-pokoje-osiedle-chelminskie-ID4vZ0C,Toruń,no address,Mokre
Mieszkanie 3-pokojowe przy Umk,467000,48,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-przy-umk-ID4vYZ1,Toruń,ul. Jurija Gagarina ,Bydgoskie Przedmieście
2 pokojowe umeblowane mieszkanie na Rubinkowie idealne dla pary,379000,39,2,https://www.otodom.pl/pl/oferta/2-pokojowe-umeblowane-mieszkanie-na-rubinkowie-idealne-dla-pary-ID4veHj,Toruń,ul. Filomatów Pomorskich ,Rubinkowo
3 Pokoje - Parter - Po remoncie generalnym!,499000,46,3,https://www.otodom.pl/pl/oferta/3-pokoje-parter-po-remoncie-generalnym-ID4vYU5,Toruń,ul. Bolesława Chrobrego ,Mokre
"REZERWACJA Sprzedam mieszkanie 53,12 m2 na dzielnicy Stawki",519000,53.12,2,https://www.otodom.pl/pl/oferta/rezerwacja-sprzedam-mieszkanie-53-12-m2-na-dzielnicy-stawki-ID4uWZV,Toruń,ul. Łódzka ,Stawki
Zrób to po swojemu! 4-pokojowe ul. Świętopełka,440000,57.9,4,https://www.otodom.pl/pl/oferta/zrob-to-po-swojemu-4-pokojowe-ul-swietopelka-ID4vYLS,Toruń,no address,Mokre
2 wyposażone kawalerki w centrum Starówki!,650000,49.05,2,https://www.otodom.pl/pl/oferta/2-wyposazone-kawalerki-w-centrum-starowki-ID4vOhN,Toruń,ul. Prosta ,Stare Miasto
Urokliwe mieszkanie gotowe do wprowadzenia!,499000,52.7,3,https://www.otodom.pl/pl/oferta/urokliwe-mieszkanie-gotowe-do-wprowadzenia-ID4w0lm,Toruń,ul. Warszawska ,Stare Miasto
Rewelacja z garażem nas os. Kołłątaja.,465000,49.09,2,https://www.otodom.pl/pl/oferta/rewelacja-z-garazem-nas-os-kollataja-ID4vzQr,Toruń,no address,Chełmińskie Przedmieście
Mieszkanie 2 pokojowe na Podgórnej,449000,44.5,2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-podgornej-ID4vYwD,Toruń,ul. Podgórna ,Mokre
Parterowe 3M z dużym tarasem na Wrzosach,690000,63,3,https://www.otodom.pl/pl/oferta/parterowe-3m-z-duzym-tarasem-na-wrzosach-ID4vw7R,Toruń,ul. Chabrowa ,Wrzosy
Pierwsze Piętro-4 Pokoje-Śliczniutkie Hit Cena,545000,57.9,4,https://www.otodom.pl/pl/oferta/pierwsze-pietro-4-pokoje-sliczniutkie-hit-cena-ID4vcWT,Toruń,no address,Rubinkowo
"4 pokoje Centrum, winda, umeblowane i wyposażone",855000,84,4,https://www.otodom.pl/pl/oferta/4-pokoje-centrum-winda-umeblowane-i-wyposazone-ID4vYob,Toruń,no address,Jakubskie Przedmieście
"Starówka, gotowa inwestycja,, kup i zarabiaj",255000,16.7,1,https://www.otodom.pl/pl/oferta/starowka-gotowa-inwestycja-kup-i-zarabiaj-ID4vYoc,Toruń,no address,Stare Miasto
"Do wprowadzenia, NA Skarpie, Loggia,3 pokoje",469000,60.8,3,https://www.otodom.pl/pl/oferta/do-wprowadzenia-na-skarpie-loggia-3-pokoje-ID4vYoa,Toruń,no address,Na Skarpie
"Mieszkanie Osiedle Zielony Zakątek/ 51,37 m2",425857.3,51.37,2,https://www.otodom.pl/pl/oferta/mieszkanie-osiedle-zielony-zakatek-51-37-m2-ID4s5l8,Toruń,ul. Łukasza Watzenrodego ,Wrzosy
1-pokojowe mieszkanie 25m2 + ogródek Bez Prowizji,no price,25.76,1,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-ogrodek-bez-prowizji-ID4uEym,Toruń,ul. Jana Heweliusza ,Wrzosy
39m2 | 2 pokoje | wykończone | 9 pięro | z balkonem |super lokalizacja,399000,39,2,https://www.otodom.pl/pl/oferta/39m2-2-pokoje-wykonczone-9-piero-z-balkonem-super-lokalizacja-ID4vQBC,Toruń,ul. Ignacego Łyskowskiego ,Rubinkowo
90 mkw | parter z DUŻYM OGRÓDKIEM,1174810,90.37,4,https://www.otodom.pl/pl/oferta/90-mkw-parter-z-duzym-ogrodkiem-ID4niHy,Toruń,ul. Przy Skarpie ,Kaszczorek
Sobieskiego 29 | mieszkanie 2-pok. | S.01.07,no price,46.13,2,https://www.otodom.pl/pl/oferta/sobieskiego-29-mieszkanie-2-pok-s-01-07-ID4ryNJ,Toruń,ul. Jana Sobieskiego ,Jakubskie Przedmieście
Grasera 12 | apartament 2-pok. | M27,1637772,109.55,2,https://www.otodom.pl/pl/oferta/grasera-12-apartament-2-pok-m27-ID4tT5J,Toruń,ul. Grasera 12/Strobanda 14,Wrzosy
Osiedle Maureska | mieszkanie 3-pok. | D.13,no price,55.18,3,https://www.otodom.pl/pl/oferta/osiedle-maureska-mieszkanie-3-pok-d-13-ID4waZh,Toruń,ul. Konrada Grasera ,Wrzosy
Os. Harmonia | 3 pok. | parter | B8_00_26,no price,53.17,3,https://www.otodom.pl/pl/oferta/os-harmonia-3-pok-parter-b8-00-26-ID4twzR,Toruń,ul. Konrada Grasera ,Wrzosy
"Narożne mieszkanie w nowej inwestycji, Toruń (M7)",549816,59.12,3,https://www.otodom.pl/pl/oferta/narozne-mieszkanie-w-nowej-inwestycji-torun-m7-ID4pBbQ,Toruń,ul. Włocławska ,Stawki
Przestronny apartament blisko Starego Miasta,730000,61.12,4,https://www.otodom.pl/pl/oferta/przestronny-apartament-blisko-starego-miasta-ID4vDdW,Toruń,ul. Targowa ,Jakubskie Przedmieście
Mieszkanie 49 m2 - 3 pokoje - centrum Torunia,464000,49,3,https://www.otodom.pl/pl/oferta/mieszkanie-49-m2-3-pokoje-centrum-torunia-ID4vY4y,Toruń,ul. Bartosza Głowackiego ,Mokre
"2 pokojowe,loggia,blok,ul.Tłoczka,sektor""Karolina""",349000,36.63,2,https://www.otodom.pl/pl/oferta/2-pokojowe-loggia-blok-ul-tloczka-sektor-karolina-ID4vXXt,Toruń,no address,Na Skarpie
Polecam mieszkanie trzypokojowe na sprzedaż,349500,48.5,3,https://www.otodom.pl/pl/oferta/polecam-mieszkanie-trzypokojowe-na-sprzedaz-ID4veqJ,Toruń,ul. Władysława Dziewulskiego ,Rubinkowo
Dwa Pokoje Mokre - Piękne Mieszkanie,385000,39.02,2,https://www.otodom.pl/pl/oferta/dwa-pokoje-mokre-piekne-mieszkanie-ID4qvFB,Toruń,no address,Mokre
3-pokojowe mieszkanie 81m2 + 2 balkony Wozownia,1280000,81,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-81m2-2-balkony-wozownia-ID4u0ec,Toruń,no address,Stare Miasto
"Rubinkowo, 3-pokojowe,48m,ul. Rydygiera",359000,48,3,https://www.otodom.pl/pl/oferta/rubinkowo-3-pokojowe-48m-ul-rydygiera-ID4vXGr,Toruń,no address,Rubinkowo
duże mieszkanie w świetnej cenie,449000,68.6,3,https://www.otodom.pl/pl/oferta/duze-mieszkanie-w-swietnej-cenie-ID4vXG7,Toruń,ul. Kręta ,Podgórz
"3 pokoje, drugie piętro, Donimirskiego",355000,48.2,3,https://www.otodom.pl/pl/oferta/3-pokoje-drugie-pietro-donimirskiego-ID4vXtK,Toruń,no address,Rubinkowo
Inwestycyjne 2 pokoje + GARAŻ GRATIS + 10min CENTRUM -> Tramwajem,385900,32,2,https://www.otodom.pl/pl/oferta/inwestycyjne-2-pokoje-garaz-gratis-10min-centrum-tramwajem-ID4vXtA,Toruń,no address,Wrzosy
Pierwsze Piętro-4 Pokoje-Śliczniutkie Hit Cena,545000,57.9,4,https://www.otodom.pl/pl/oferta/pierwsze-pietro-4-pokoje-sliczniutkie-hit-cena-ID4vcWT,Toruń,no address,Rubinkowo
Zaraz Gotowe 2 pokoje + Ogródek/Piętro + GARAŻ GRATIS + 10min Centurm,455000,41,2,https://www.otodom.pl/pl/oferta/zaraz-gotowe-2-pokoje-ogrodek-pietro-garaz-gratis-10min-centurm-ID4vXt0,Toruń,no address,Wrzosy
❗Zaraz Gotowe 4 pokoje + GARAŻ GRATIS + 10Min CENTRUM -> Tramwajem ❗,627300,69,4,https://www.otodom.pl/pl/oferta/zaraz-gotowe-4-pokoje-garaz-gratis-10min-centrum-tramwajem-ID4vXsL,Toruń,no address,Wrzosy
❗Zaraz Gotowe 3 pokoje + GARAZ GRATIS + 10min Centrum - TRAMWAJEM ❗,524200,49,3,https://www.otodom.pl/pl/oferta/zaraz-gotowe-3-pokoje-garaz-gratis-10min-centrum-tramwajem-ID4vXst,Toruń,no address,Wrzosy
"Mieszkanie, 37,73 m², Toruń",309000,37.73,2,https://www.otodom.pl/pl/oferta/mieszkanie-37-73-m-torun-ID4vXrO,Toruń,no address,Bydgoskie Przedmieście
"Mieszkanie, 48,70 m², Toruń",359000,48.7,2,https://www.otodom.pl/pl/oferta/mieszkanie-48-70-m-torun-ID4vXrP,Toruń,no address,Na Skarpie
"ul. Rusa, blok, I piętro, 2-pokojowe, 37m",329000,37,2,https://www.otodom.pl/pl/oferta/ul-rusa-blok-i-pietro-2-pokojowe-37m-ID4wb47,Toruń,no address,Chełmińskie Przedmieście
M2 mieszkanie Podgórna Toruń,490000,40.5,2,https://www.otodom.pl/pl/oferta/m2-mieszkanie-podgorna-torun-ID4sn8E,Toruń,ul. Podgórna ,Chełmińskie Przedmieście
3-pokojowy apartament Winnica z widokiem na Wisłę,1190000,97.59,3,https://www.otodom.pl/pl/oferta/3-pokojowy-apartament-winnica-z-widokiem-na-wisle-ID4vRXu,Toruń,ul. Szosa Lubicka ,Jakubskie Przedmieście
"Mieszkanie 56,4 m2, 3-pokoje, świetna lokalizacja",435000,56.4,3,https://www.otodom.pl/pl/oferta/mieszkanie-56-4-m2-3-pokoje-swietna-lokalizacja-ID4vXg1,Toruń,ul. Tymona Niesiołowskiego ,Rubinkowo
"Kawalerka w centrum miasta, gotowa do zamieszkania, nowe osiedle",449000,32,2,https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-miasta-gotowa-do-zamieszkania-nowe-osiedle-ID4v5Ge,Toruń,ul. Targowa ,Jakubskie Przedmieście
Osiedle Nobilis | mieszkanie 2-pok. | N.A.00.01,772350,51.49,2,https://www.otodom.pl/pl/oferta/osiedle-nobilis-mieszkanie-2-pok-n-a-00-01-ID4niHz,Toruń,ul. Przy Skarpie ,Kaszczorek
Sobieskiego 29 | mieszkanie 2-pok. | S.00.01,no price,44.99,2,https://www.otodom.pl/pl/oferta/sobieskiego-29-mieszkanie-2-pok-s-00-01-ID4ryNI,Toruń,ul. Jana Sobieskiego ,Jakubskie Przedmieście
Grasera 12 | apartament 2-pok. | M28,no price,50.12,2,https://www.otodom.pl/pl/oferta/grasera-12-apartament-2-pok-m28-ID4tT5H,Toruń,ul. Grasera 12/Strobanda 14,Wrzosy
Osiedle Maureska | mieszkanie 3-pok. | D.6,no price,51.75,3,https://www.otodom.pl/pl/oferta/osiedle-maureska-mieszkanie-3-pok-d-6-ID4waZg,Toruń,ul. Konrada Grasera ,Wrzosy
Os. Harmonia | 3 pok. | Słoneczne | B8_00_28,no price,53.11,3,https://www.otodom.pl/pl/oferta/os-harmonia-3-pok-sloneczne-b8-00-28-ID4twzQ,Toruń,ul. Konrada Grasera ,Wrzosy
